ibgeCode,municipio,uf,tem_aeroporto,distancia_aeroporto_km,aeroporto_comercial_mais_proximo,tipo,fonte
2515500,Serra Branca,PB,False,60.51,,,
2515708,Serra Grande,PB,False,30.72,,,
2515807,Serra Redonda,PB,False,27.79,,,
2515609,Serra da Raiz,PB,False,74.12,,,
2515906,Serraria,PB,False,55.79,,,
2515930,Sertãozinho,PB,False,68.96,,,
2515971,Sobrado,PB,False,33.43,,,
2516102,Soledade,PB,False,55.68,,,
2516003,Solânea,PB,False,60.32,,,
2516151,Sossêgo,PB,False,61.37,,,
2516201,Sousa,PB,True,4.93,,,
2516300,Sumé,PB,False,34.25,,,
2513927,São Bentinho,PB,False,53.07,,,
2513901,São Bento,PB,False,32.63,,,
2513968,São Domingos,PB,False,31.38,,,
2513943,São Domingos do Cariri,PB,False,66.3,,,
2513984,São Francisco,PB,False,26.18,,,
2514206,São José da Lagoa Tapada,PB,False,20.86,,,
2514305,São José de Caiana,PB,False,24.21,,,
2514404,São José de Espinharas,PB,False,28.67,,,
2514503,São José de Piranhas,PB,False,27.68,,,
2514552,São José de Princesa,PB,False,43.15,,,
2514602,São José do Bonfim,PB,False,13.13,,,
2514651,São José do Brejo do Cruz,PB,False,46.19,,,
2514701,São José do Sabugi,PB,False,54.04,,,
2514800,São José dos Cordeiros,PB,False,58.6,,,
2514453,São José dos Ramos,PB,False,45.09,,,
2514008,São João do Cariri,PB,False,68.61,,,
2500700,São João do Rio do Peixe,PB,False,21.2,,,
2514107,São João do Tigre,PB,False,36.17,,,
2514909,São Mamede,PB,False,22.67,,,
2515005,São Miguel de Taipu,PB,False,28.99,,,
2515104,São Sebastião de Lagoa de Roça,PB,False,20.76,,,
2515203,São Sebastião do Umbuzeiro,PB,False,28.7,,,
2515401,São Vicente do Seridó,PB,False,70.17,,,
2516409,Tacima,PB,False,87.1,,,
2516508,Taperoá,PB,False,50.82,,,
2516607,Tavares,PB,False,40.98,,,
2516706,Teixeira,PB,False,22.77,,,
2516755,Tenório,PB,False,70.67,,,
2516805,Triunfo,PB,False,31.04,,,
2516904,Uiraúna,PB,False,35.33,,,
2517001,Umbuzeiro,PB,False,48.95,,,
2517209,Vieirópolis,PB,False,25.67,,,
2505501,Vista Serrana,PB,False,47.05,,,
2517100,Várzea,PB,False,37.34,,,
2517407,Zabelê,PB,False,22.4,,,
2500106,Água Branca,PB,False,52.69,,,
2600054,Abreu e Lima,PE,False,29.38,,,
2600104,Afogados da Ingazeira,PE,False,55.3,,,
2600203,Afrânio,PE,False,60.41,,,
2600302,Agrestina,PE,False,20.5,,,
2600609,Alagoinha,PE,False,19.36,,,
2600708,Aliança,PE,False,57.04,,,
2600807,Altinho,PE,False,24.64,,,
2600906,Amaraji,PE,False,60.73,,,
2601003,Angelim,PE,False,22.28,,,
2601102,Araripina,PE,True,5.94,,,
2601052,Araçoiaba,PE,False,40.55,,,
2601201,Arcoverde,PE,True,8.75,,,
2601300,Barra de Guabiraba,PE,False,44.36,,,
2601409,Barreiros,PE,False,85.78,,,
2601706,Belo Jardim,PE,False,28.32,,,
2601508,Belém de Maria,PE,False,41.31,,,
2601607,Belém do São Francisco,PE,False,91.59,,,
2601805,Betânia,PE,False,43.63,,,
2601904,Bezerros,PE,False,26.09,,,
2602001,Bodocó,PE,False,63.31,,,
2602100,Bom Conselho,PE,False,47.08,,,
2602209,Bom Jardim,PE,False,66.71,,,
2602308,Bonito,PE,False,41.2,,,
2602506,Brejinho,PE,False,33.56,,,
2602605,Brejo da Madre de Deus,PE,False,38.16,,,
2602407,Brejão,PE,False,22.45,,,
2602704,Buenos Aires,PE,False,63.75,,,
2602803,Buíque,PE,False,27.14,,,
2602902,Cabo de Santo Agostinho,PE,False,23.9,,,
2603009,Cabrobó,PE,False,115.82,,,
2603108,Cachoeirinha,PE,False,38.48,,,
2603207,Caetés,PE,False,21.25,,,
2603405,Calumbi,PE,False,28.26,,,
2603306,Calçado,PE,False,19.17,,,
2603454,Camaragibe,PE,False,17.45,,,
2603504,Camocim de São Félix,PE,False,27.28,,,
2603603,Camutanga,PE,False,49.54,,,
2603702,Canhotinho,PE,False,33.32,,,
2603801,Capoeiras,PE,False,21.88,,,
2603926,Carnaubeira da Penha,PE,False,58.16,,,
2603900,Carnaíba,PE,False,65.61,,,
2604007,Carpina,PE,False,54.58,,,
2604106,Caruaru,PE,True,12.08,,,
2604155,Casinhas,PE,False,57.42,,,
2604205,Catende,PE,False,53.82,,,
2604304,Cedro,PE,False,59.04,,,
2604502,Chã Grande,PE,False,59.45,,,
2604403,Chã de Alegria,PE,False,35.82,,,
2604601,Condado,PE,False,52.42,,,
2604700,Correntes,PE,False,34.53,,,
2604809,Cortês,PE,False,55.44,,,
2604908,Cumaru,PE,False,42.02,,,
2605004,Cupira,PE,False,34.54,,,
2605103,Custódia,PE,False,68.53,,,
2605152,Dormentes,PE,False,81.53,,,
2605202,Escada,PE,False,46.34,,,
2605301,Exu,PE,False,62.22,,,
2605400,Feira Nova,PE,False,54.16,,,
2605459,Fernando de Noronha,PE,True,0.38,,,
2605509,Ferreiros,PE,False,48.43,,,
2605608,Flores,PE,False,49.56,,,
2605707,Floresta,PE,False,56.07,,,
2605806,Frei Miguelinho,PE,False,41.43,,,
2605905,Gameleira,PE,False,74.74,,,
2606002,Garanhuns,PE,True,10.77,,,
2606101,Glória do Goitá,PE,False,47.63,,,
2606200,Goiana,PE,False,49.69,,,
2606309,Granito,PE,False,78.38,,,
2606408,Gravatá,PE,False,50.1,,,
2606507,Iati,PE,False,58.17,,,
2606606,Ibimirim,PE,False,59.99,,,
2606705,Ibirajuba,PE,False,38.31,,,
2606804,Igarassu,PE,False,34.63,,,
2606903,Iguaracy,PE,False,29.9,,,
2607604,Ilha de Itamaracá,PE,False,41.95,,,
2607000,Inajá,PE,False,80.12,,,
2607109,Ingazeira,PE,False,36.25,,,
2607208,Ipojuca,PE,False,38.95,,,
2607307,Ipubi,PE,False,36.39,,,
2607406,Itacuruba,PE,False,87.55,,,
2607653,Itambé,PE,False,38.64,,,
2607703,Itapetim,PE,False,41.48,,,
2607752,Itapissuma,PE,False,42.5,,,
2607802,Itaquitinga,PE,False,50.38,,,
2607505,Itaíba,PE,False,67.85,,,
2607901,Jaboatão dos Guararapes,PE,False,9.23,,,
2607950,Jaqueira,PE,False,55.81,,,
2608008,Jataúba,PE,False,37.57,,,
2608057,Jatobá,PE,False,21.88,,,
2608206,Joaquim Nabuco,PE,False,60.02,,,
2608107,João Alfredo,PE,False,66.34,,,
2608255,Jucati,PE,False,10.34,,,
2608305,Jupi,PE,False,15.29,,,
2608404,Jurema,PE,False,37.21,,,
2608750,Lagoa Grande,PE,False,76.19,,,
2608503,Lagoa de Itaenga,PE,False,47.16,,,
2608453,Lagoa do Carro,PE,False,54.95,,,
2608602,Lagoa do Ouro,PE,False,36.49,,,
2608701,Lagoa dos Gatos,PE,False,46.25,,,
2608800,Lajedo,PE,False,26.79,,,
2608909,Limoeiro,PE,False,65.56,,,
2609006,Macaparana,PE,False,56.86,,,
2609105,Machados,PE,False,65.01,,,
2609154,Manari,PE,False,74.79,,,
2609204,Maraial,PE,False,67.16,,,
2609303,Mirandiba,PE,False,46.19,,,
2614303,Moreilândia,PE,False,51.9,,,
2609402,Moreno,PE,False,24.83,,,
2609501,Nazaré da Mata,PE,False,55.07,,,
2609600,Olinda,PE,False,15.97,,,
2609709,Orobó,PE,False,58.41,,,
2609808,Orocó,PE,False,142.0,,,
2609907,Ouricuri,PE,False,58.29,,,
2610004,Palmares,PE,False,59.03,,,
2610103,Palmeirina,PE,False,28.66,,,
2610202,Panelas,PE,False,42.21,,,
2610301,Paranatama,PE,False,26.85,,,
2610400,Parnamirim,PE,False,105.58,,,
2610509,Passira,PE,False,59.51,,,
2610608,Paudalho,PE,False,35.58,,,
2610707,Paulista,PE,False,22.95,,,
2610806,Pedra,PE,False,38.36,,,
2610905,Pesqueira,PE,True,11.23,,,
2611101,Petrolina,PE,True,39.2,,,
2611002,Petrolândia,PE,False,56.75,,,
2611309,Pombos,PE,False,51.5,,,
2611200,Poção,PE,False,18.58,,,
2611408,Primavera,PE,False,55.87,,,
2611507,Quipapá,PE,False,48.74,,,
2611533,Quixaba,PE,False,53.76,,,
2611606,Recife,PE,True,9.57,,,
2611705,Riacho das Almas,PE,False,26.44,,,
2611804,Ribeirão,PE,False,64.36,,,
2611903,Rio Formoso,PE,False,69.19,,,
2612000,Sairé,PE,False,35.92,,,
2612109,Salgadinho,PE,False,61.56,,,
2612208,Salgueiro,PE,False,84.4,,,
2612307,Saloá,PE,False,33.98,,,
2612406,Sanharó,PE,False,9.62,,,
2612455,Santa Cruz,PE,False,82.3,,,
2612471,Santa Cruz da Baixa Verde,PE,False,28.62,,,
2612505,Santa Cruz do Capibaribe,PE,False,56.76,,,
2612554,Santa Filomena,PE,False,70.91,,,
2612604,Santa Maria da Boa Vista,PE,False,109.08,,,
2612703,Santa Maria do Cambucá,PE,False,53.07,,,
2612802,Santa Terezinha,PE,False,47.61,,,
2613909,Serra Talhada,PE,True,5.43,,,
2614006,Serrita,PE,False,71.08,,,
2614105,Sertânia,PE,False,35.29,,,
2614204,Sirinhaém,PE,False,56.65,,,
2614402,Solidão,PE,False,59.21,,,
2614501,Surubim,PE,False,52.57,,,
2612901,São Benedito do Sul,PE,False,60.09,,,
2613008,São Bento do Una,PE,False,26.89,,,
2613107,São Caitano,PE,False,16.1,,,
2613305,São Joaquim do Monte,PE,False,26.08,,,
2613404,São José da Coroa Grande,PE,False,86.94,,,
2613503,São José do Belmonte,PE,False,51.11,,,
2613602,São José do Egito,PE,False,42.1,,,
2613206,São João,PE,False,11.41,,,
2613701,São Lourenço da Mata,PE,False,22.88,,,
2613800,São Vicente Férrer,PE,False,58.3,,,
2614600,Tabira,PE,False,53.77,,,
2614709,Tacaimbó,PE,False,29.29,,,
2614808,Tacaratu,PE,False,52.94,,,
2614857,Tamandaré,PE,False,76.77,,,
2615003,Taquaritinga do Norte,PE,False,48.3,,,
2615102,Terezinha,PE,False,32.54,,,
2615201,Terra Nova,PE,False,103.52,,,
2615300,Timbaúba,PE,False,60.87,,,
2615409,Toritama,PE,False,32.21,,,
2615508,Tracunhaém,PE,False,48.34,,,
2615607,Trindade,PE,False,30.8,,,
2615706,Triunfo,PE,False,37.38,,,
2615805,Tupanatinga,PE,False,37.02,,,
2615904,Tuparetama,PE,False,25.04,,,
2616001,Venturosa,PE,False,33.0,,,
2616100,Verdejante,PE,False,73.35,,,
2616183,Vertente do Lério,PE,False,56.65,,,
2616209,Vertentes,PE,False,43.99,,,
2616308,Vicência,PE,False,70.59,,,
2616407,Vitória de Santo Antão,PE,False,40.29,,,
2616506,Xexéu,PE,False,72.98,,,
2600401,Água Preta,PE,False,76.28,,,
2600500,Águas Belas,PE,False,68.77,,,
2200053,Acauã,PI,False,95.02,,,
2200103,Agricolândia,PI,False,80.28,,,
2200251,Alagoinha do Piauí,PI,False,63.39,,,
2200277,Alegrete do Piauí,PI,False,50.53,,,
2200301,Alto Longá,PI,False,82.16,,,
2200400,Altos,PI,False,39.62,,,
2200459,Alvorada do Gurguéia,PI,False,80.31,,,
2200509,Amarante,PI,False,61.88,,,
2200608,Angical do Piauí,PI,False,89.85,,,
2200806,Antônio Almeida,PI,False,130.56,,,
2200707,Anísio de Abreu,PI,False,46.05,,,
2200905,Aroazes,PI,False,105.96,,,
2200954,Aroeiras do Itaim,PI,False,20.5,,,
2201002,Arraial,PI,False,59.15,,,
2201051,Assunção do Piauí,PI,False,84.28,,,
2201101,Avelino Lopes,PI,False,70.25,,,
2201150,Baixa Grande do Ribeiro,PI,False,106.47,,,
2201176,Barra D'Alcântara,PI,False,54.68,,,
2201200,Barras,PI,False,109.25,,,
2201309,Barreiras do Piauí,PI,False,128.07,,,
2201408,Barro Duro,PI,False,89.65,,,
2201507,Batalha,PI,False,129.23,,,
2201556,Bela Vista do Piauí,PI,False,110.03,,,
2201572,Belém do Piauí,PI,False,53.87,,,
2201606,Beneditinos,PI,False,65.15,,,
2201705,Bertolínia,PI,False,133.16,,,
2201739,Betânia do Piauí,PI,False,63.67,,,
2201770,Boa Hora,PI,False,111.73,,,
2201804,Bocaina,PI,False,29.63,,,
2201903,Bom Jesus,PI,True,27.92,,,
2201919,Bom Princípio do Piauí,PI,False,31.58,,,
2201929,Bonfim do Piauí,PI,False,27.32,,,
2201945,Boqueirão do Piauí,PI,False,98.41,,,
2201960,Brasileira,PI,False,82.76,,,
2201988,Brejo do Piauí,PI,False,78.28,,,
2202000,Buriti dos Lopes,PI,False,39.49,,,
2202026,Buriti dos Montes,PI,False,57.78,,,
2202059,Cabeceiras do Piauí,PI,False,88.49,,,
2202075,Cajazeiras do Piauí,PI,False,41.61,,,
2202083,Cajueiro da Praia,PI,False,42.11,,,
2202091,Caldeirão Grande do Piauí,PI,False,32.75,,,
2202109,Campinas do Piauí,PI,False,75.4,,,
2202117,Campo Alegre do Fidalgo,PI,False,126.92,,,
2202133,Campo Grande do Piauí,PI,False,52.7,,,
2202174,Campo Largo do Piauí,PI,False,128.49,,,
2202208,Campo Maior,PI,False,78.04,,,
2202251,Canavieira,PI,False,95.2,,,
2202307,Canto do Buriti,PI,False,112.27,,,
2202455,Capitão Gervásio Oliveira,PI,False,102.19,,,
2202406,Capitão de Campos,PI,False,118.57,,,
2202505,Caracol,PI,False,76.96,,,
2202539,Caraúbas do Piauí,PI,False,75.34,,,
2202554,Caridade do Piauí,PI,False,48.07,,,
2202604,Castelo do Piauí,PI,False,96.58,,,
2202653,Caxingó,PI,False,57.01,,,
2202703,Cocal,PI,False,65.73,,,
2202711,Cocal de Telha,PI,False,107.48,,,
2202729,Cocal dos Alves,PI,False,74.27,,,
2202737,Coivaras,PI,False,59.81,,,
2202752,Colônia do Gurguéia,PI,False,122.44,,,
2202778,Colônia do Piauí,PI,False,30.7,,,
2202802,Conceição do Canindé,PI,False,93.91,,,
2202851,Coronel José Dias,PI,False,39.88,,,
2202901,Corrente,PI,False,70.24,,,
2203008,Cristalândia do Piauí,PI,False,32.3,,,
2203107,Cristino Castro,PI,False,54.21,,,
2203206,Curimatá,PI,False,98.41,,,
2203230,Currais,PI,False,42.5,,,
2203271,Curral Novo do Piauí,PI,False,42.04,,,
2203255,Curralinhos,PI,False,61.83,,,
2203305,Demerval Lobão,PI,False,35.24,,,
2203354,Dirceu Arcoverde,PI,False,33.94,,,
2203404,Dom Expedito Lopes,PI,False,22.16,,,
2203453,Dom Inocêncio,PI,False,76.76,,,
2203420,Domingos Mourão,PI,False,51.87,,,
2203503,Elesbão Veloso,PI,False,92.72,,,
2203602,Eliseu Martins,PI,False,140.4,,,
2203701,Esperantina,PI,False,115.2,,,
2203750,Fartura do Piauí,PI,False,45.81,,,
2203800,Flores do Piauí,PI,False,95.03,,,
2203859,Floresta do Piauí,PI,False,54.18,,,
2203909,Floriano,PI,True,17.68,,,
2204006,Francinópolis,PI,False,66.62,,,
2204105,Francisco Ayres,PI,False,44.02,,,
2204154,Francisco Macedo,PI,False,40.4,,,
2204204,Francisco Santos,PI,False,42.13,,,
2204303,Fronteiras,PI,False,24.69,,,
2204352,Geminiano,PI,False,25.27,,,
2204402,Gilbués,PI,False,129.58,,,
2204501,Guadalupe,PI,False,69.22,,,
2204550,Guaribas,PI,False,76.53,,,
2204600,Hugo Napoleão,PI,False,110.6,,,
2204659,Ilha Grande,PI,False,11.5,,,
2204709,Inhuma,PI,False,46.82,,,
2204808,Ipiranga do Piauí,PI,False,39.87,,,
2204907,Isaías Coelho,PI,False,67.06,,,
2205003,Itainópolis,PI,False,39.2,,,
2205102,Itaueira,PI,False,73.52,,,
2205151,Jacobina do Piauí,PI,False,86.24,,,
2205201,Jaicós,PI,False,50.81,,,
2205250,Jardim do Mulato,PI,False,98.88,,,
2205276,Jatobá do Piauí,PI,False,103.7,,,
2205300,Jerumenha,PI,False,55.43,,,
2205409,Joaquim Pires,PI,False,81.79,,,
2205458,Joca Marques,PI,False,97.21,,,
2205508,José de Freitas,PI,False,50.86,,,
2205359,João Costa,PI,False,62.73,,,
2205516,Juazeiro do Piauí,PI,False,101.94,,,
2205532,Jurema,PI,False,57.71,,,
2205524,Júlio Borges,PI,False,66.22,,,
2205557,Lagoa Alegre,PI,False,69.81,,,
2205573,Lagoa de São Francisco,PI,False,84.2,,,
2205565,Lagoa do Barro do Piauí,PI,False,97.98,,,
2205581,Lagoa do Piauí,PI,False,50.46,,,
2205599,Lagoa do Sítio,PI,False,63.77,,,
2205540,Lagoinha do Piauí,PI,False,87.33,,,
2205607,Landri Sales,PI,False,106.34,,,
2205805,Luzilândia,PI,False,106.35,,,
2205706,Luís Correia,PI,False,34.7,,,
2205854,Madeiro,PI,False,95.12,,,
2205904,Manoel Emídio,PI,False,102.82,,,
2205953,Marcolândia,PI,False,28.52,,,
2206001,Marcos Parente,PI,False,93.52,,,
2206050,Massapê do Piauí,PI,False,61.86,,,
2206100,Matias Olímpio,PI,False,108.66,,,
2206209,Miguel Alves,PI,False,91.51,,,
2206308,Miguel Leão,PI,False,72.51,,,
2206357,Milton Brandão,PI,False,98.4,,,
2206407,Monsenhor Gil,PI,False,65.72,,,
2206506,Monsenhor Hipólito,PI,False,56.19,,,
2206605,Monte Alegre do Piauí,PI,False,94.45,,,
2206654,Morro Cabeça no Tempo,PI,False,96.45,,,
2206670,Morro do Chapéu do Piauí,PI,False,107.95,,,
2206696,Murici dos Portelas,PI,False,60.41,,,
2206704,Nazaré do Piauí,PI,False,43.26,,,
2206720,Nazária,PI,False,43.06,,,
2206753,Nossa Senhora de Nazaré,PI,False,84.5,,,
2206803,Nossa Senhora dos Remédios,PI,False,117.1,,,
2207959,Nova Santa Rita,PI,False,123.46,,,
2206902,Novo Oriente do Piauí,PI,False,61.21,,,
2206951,Novo Santo Antônio,PI,False,103.85,,,
2207009,Oeiras,PI,True,5.79,,,
2207108,Olho D'Água do Piauí,PI,False,93.57,,,
2207207,Padre Marcos,PI,False,44.7,,,
2207306,Paes Landim,PI,False,89.31,,,
2207355,Pajeú do Piauí,PI,False,122.45,,,
2207405,Palmeira do Piauí,PI,False,56.65,,,
2207504,Palmeirais,PI,False,92.43,,,
2207553,Paquetá,PI,False,19.41,,,
2207603,Parnaguá,PI,False,103.65,,,
2207702,Parnaíba,PI,True,8.14,,,
2207751,Passagem Franca do Piauí,PI,False,97.94,,,
2207777,Patos do Piauí,PI,False,71.76,,,
2207793,Pau D'Arco do Piauí,PI,False,44.17,,,
2207801,Paulistana,PI,False,88.49,,,
2207850,Pavussu,PI,False,123.35,,,
2207900,Pedro II,PI,False,74.99,,,
2207934,Pedro Laurentino,PI,False,117.85,,,
2208007,Picos,PI,True,0.64,,,
2208106,Pimenteiras,PI,False,89.36,,,
2208205,Pio IX,PI,False,48.91,,,
2208304,Piracuruca,PI,False,82.68,,,
2208403,Piripiri,PI,False,102.33,,,
2208502,Porto,PI,False,124.17,,,
2208551,Porto Alegre do Piauí,PI,False,108.54,,,
2208601,Prata do Piauí,PI,False,103.68,,,
2208650,Queimada Nova,PI,False,84.91,,,
2208700,Redenção do Gurguéia,PI,False,52.55,,,
2208809,Regeneração,PI,False,82.22,,,
2208858,Riacho Frio,PI,False,108.38,,,
2208874,Ribeira do Piauí,PI,False,112.61,,,
2208908,Ribeiro Gonçalves,PI,False,92.55,,,
2209005,Rio Grande do Piauí,PI,False,103.17,,,
2209104,Santa Cruz do Piauí,PI,False,33.32,,,
2209153,Santa Cruz dos Milagres,PI,False,127.68,,,
2209203,Santa Filomena,PI,False,143.28,,,
2209302,Santa Luz,PI,False,28.98,,,
2209377,Santa Rosa do Piauí,PI,False,24.28,,,
2209351,Santana do Piauí,PI,False,13.87,,,
2209401,Santo Antônio de Lisboa,PI,False,38.91,,,
2209450,Santo Antônio dos Milagres,PI,False,97.78,,,
2209500,Santo Inácio do Piauí,PI,False,51.74,,,
2210623,Sebastião Barros,PI,False,56.34,,,
2210631,Sebastião Leal,PI,False,149.31,,,
2210656,Sigefredo Pacheco,PI,False,113.1,,,
2210805,Simplício Mendes,PI,False,88.18,,,
2210706,Simões,PI,False,23.96,,,
2210904,Socorro do Piauí,PI,False,103.45,,,
2210938,Sussuapara,PI,False,19.17,,,
2209559,São Braz do Piauí,PI,False,42.51,,,
2209658,São Francisco de Assis do Piauí,PI,False,125.62,,,
2209708,São Francisco do Piauí,PI,False,41.93,,,
2209609,São Félix do Piauí,PI,False,120.5,,,
2209757,São Gonçalo do Gurguéia,PI,False,104.79,,,
2209807,São Gonçalo do Piauí,PI,False,104.9,,,
2210052,São José do Divino,PI,False,99.03,,,
2210102,São José do Peixe,PI,False,69.0,,,
2210201,São José do Piauí,PI,False,27.82,,,
2209856,São João da Canabrava,PI,False,43.68,,,
2209872,São João da Fronteira,PI,False,43.56,,,
2209906,São João da Serra,PI,False,117.9,,,
2209955,São João da Varjota,PI,False,32.17,,,
2209971,São João do Arraial,PI,False,124.52,,,
2210003,São João do Piauí,PI,False,94.9,,,
2210300,São Julião,PI,False,51.16,,,
2210359,São Lourenço do Piauí,PI,False,15.46,,,
2210375,São Luis do Piauí,PI,False,43.9,,,
2210383,São Miguel da Baixa Grande,PI,False,103.94,,,
2210391,São Miguel do Fidalgo,PI,False,66.89,,,
2210409,São Miguel do Tapuio,PI,False,99.91,,,
2210508,São Pedro do Piauí,PI,False,84.36,,,
2210607,São Raimundo Nonato,PI,True,15.13,,,
2210953,Tamboril do Piauí,PI,False,82.04,,,
2210979,Tanque do Piauí,PI,False,41.08,,,
2211001,Teresina,PI,True,10.41,,,
2211100,União,PI,False,51.98,,,
2211209,Uruçuí,PI,False,142.79,,,
2211308,Valença do Piauí,PI,False,82.78,,,
2211506,Vera Mendes,PI,False,59.66,,,
2211605,Vila Nova do Piauí,PI,False,61.57,,,
2211357,Várzea Branca,PI,False,41.02,,,
2211407,Várzea Grande,PI,False,52.15,,,
2211704,Wall Ferraz,PI,False,42.12,,,
2200202,Água Branca,PI,False,97.35,,,
4100103,Abatiá,PR,False,32.35,,,
4100202,Adrianópolis,PR,False,80.25,,,
4100301,Agudos do Sul,PR,False,55.73,,,
4100400,Almirante Tamandaré,PR,False,14.9,,,
4100459,Altamira do Paraná,PR,False,75.22,,,
4100608,Alto Paraná,PR,False,16.94,,,
4128625,Alto Paraíso,PR,False,60.37,,,
4100707,Alto Piquiri,PR,False,34.45,,,
4100509,Altônia,PR,False,31.33,,,
4100806,Alvorada do Sul,PR,False,37.65,,,
4100905,Amaporã,PR,False,35.65,,,
4101002,Ampére,PR,False,13.31,,,
4101051,Anahy,PR,False,48.45,,,
4101101,Andirá,PR,True,4.83,,,
4101200,Antonina,PR,False,32.41,,,
4101309,Antônio Olinto,PR,False,26.68,,,
4101408,Apucarana,PR,True,7.96,,,
4101507,Arapongas,PR,False,19.69,,,
4101606,Arapoti,PR,False,46.75,,,
4101655,Arapuã,PR,False,26.32,,,
4101705,Araruna,PR,False,22.92,,,
4101804,Araucária,PR,False,28.1,,,
4101853,Ariranha do Ivaí,PR,False,20.28,,,
4101903,Assaí,PR,False,27.61,,,
4102000,Assis Chateaubriand,PR,False,26.47,,,
4102109,Astorga,PR,False,41.34,,,
4102208,Atalaia,PR,False,39.32,,,
4102307,Balsa Nova,PR,False,47.82,,,
4102406,Bandeirantes,PR,False,19.36,,,
4102505,Barbosa Ferraz,PR,False,32.94,,,
4102703,Barra do Jacaré,PR,False,10.87,,,
4102604,Barracão,PR,False,11.24,,,
4102752,Bela Vista da Caroba,PR,False,14.93,,,
4102802,Bela Vista do Paraíso,PR,False,23.73,,,
4102901,Bituruna,PR,False,45.93,,,
4103008,Boa Esperança,PR,False,30.07,,,
4103024,Boa Esperança do Iguaçu,PR,False,33.97,,,
4103040,Boa Ventura de São Roque,PR,False,37.26,,,
4103057,Boa Vista da Aparecida,PR,False,41.61,,,
4103107,Bocaiúva do Sul,PR,False,43.61,,,
4103156,Bom Jesus do Sul,PR,False,15.95,,,
4103206,Bom Sucesso,PR,False,32.4,,,
4103222,Bom Sucesso do Sul,PR,False,20.6,,,
4103305,Borrazópolis,PR,False,41.63,,,
4103354,Braganey,PR,False,47.58,,,
4103370,Brasilândia do Sul,PR,False,35.16,,,
4103404,Cafeara,PR,False,76.57,,,
4103453,Cafelândia,PR,False,33.93,,,
4103479,Cafezal do Sul,PR,False,29.54,,,
4103503,Califórnia,PR,False,7.66,,,
4103602,Cambará,PR,False,14.99,,,
4103800,Cambira,PR,False,18.74,,,
4103701,Cambé,PR,False,22.88,,,
4104006,Campina Grande do Sul,PR,False,45.92,,,
4103909,Campina da Lagoa,PR,False,51.3,,,
4103958,Campina do Simão,PR,False,38.58,,,
4104055,Campo Bonito,PR,False,50.24,,,
4104204,Campo Largo,PR,False,40.52,,,
4104253,Campo Magro,PR,False,26.31,,,
4104303,Campo Mourão,PR,True,11.51,,,
4104105,Campo do Tenente,PR,False,67.63,,,
4104428,Candói,PR,False,51.5,,,
4104451,Cantagalo,PR,False,61.83,,,
4104501,Capanema,PR,False,32.32,,,
4104600,Capitão Leônidas Marques,PR,False,37.44,,,
4104659,Carambeí,PR,False,21.38,,,
4104709,Carlópolis,PR,False,25.99,,,
4104808,Cascavel,PR,True,12.93,,,
4104907,Castro,PR,True,11.92,,,
4105003,Catanduvas,PR,False,44.19,,,
4105102,Centenário do Sul,PR,False,62.9,,,
4105201,Cerro Azul,PR,False,58.8,,,
4105409,Chopinzinho,PR,False,51.4,,,
4105508,Cianorte,PR,True,4.13,,,
4105607,Cidade Gaúcha,PR,False,47.35,,,
4105706,Clevelândia,PR,False,36.52,,,
4105805,Colombo,PR,False,11.6,,,
4105904,Colorado,PR,False,59.92,,,
4106001,Congonhinhas,PR,False,30.56,,,
4106100,Conselheiro Mairinck,PR,False,22.9,,,
4106209,Contenda,PR,False,40.78,,,
4106308,Corbélia,PR,False,39.36,,,
4106407,Cornélio Procópio,PR,True,8.45,,,
4106456,Coronel Domingos Soares,PR,False,32.73,,,
4106506,Coronel Vivida,PR,False,28.24,,,
4106555,Corumbataí do Sul,PR,False,25.76,,,
4106803,Cruz Machado,PR,False,38.25,,,
4106571,Cruzeiro do Iguaçu,PR,False,44.79,,,
4106605,Cruzeiro do Oeste,PR,False,24.02,,,
4106704,Cruzeiro do Sul,PR,False,35.11,,,
4106852,Cruzmaltina,PR,False,46.01,,,
4106902,Curitiba,PR,True,10.02,,,
4107009,Curiúva,PR,False,34.8,,,
4104402,Cândido de Abreu,PR,False,42.29,,,
4105300,Céu Azul,PR,False,37.78,,,
4107157,Diamante D'Oeste,PR,False,49.19,,,
4107108,Diamante do Norte,PR,False,65.81,,,
4107124,Diamante do Sul,PR,False,80.65,,,
4107207,Dois Vizinhos,PR,False,34.44,,,
4107256,Douradina,PR,False,50.57,,,
4107306,Doutor Camargo,PR,False,22.13,,,
4128633,Doutor Ulysses,PR,False,60.79,,,
4107504,Engenheiro Beltrão,PR,False,28.58,,,
4107538,Entre Rios do Oeste,PR,False,28.02,,,
4107405,Enéas Marques,PR,False,19.15,,,
4107520,Esperança Nova,PR,False,50.14,,,
4107546,Espigão Alto do Iguaçu,PR,False,81.74,,,
4107553,Farol,PR,False,30.28,,,
4107603,Faxinal,PR,False,44.42,,,
4107652,Fazenda Rio Grande,PR,False,20.21,,,
4107736,Fernandes Pinheiro,PR,False,51.98,,,
4107751,Figueira,PR,False,21.23,,,
4107850,Flor da Serra do Sul,PR,False,29.68,,,
4107801,Floraí,PR,False,30.57,,,
4107900,Floresta,PR,False,16.25,,,
4108007,Florestópolis,PR,False,44.18,,,
4108106,Flórida,PR,False,42.14,,,
4108205,Formosa do Oeste,PR,False,30.0,,,
